Metrics,LoadPoint,Bandwidth,src,dest, ,rep0
Bandwidth blocking probability,0,all,all,all, ,0.020886562605538637


General requested bandwidth,0,all,all,all, ,2.0128128034034392E15


Blocking probability by lack of transmitters,0,all,all,all, ,0.0


Blocking probability by lack of receivers,0,all,all,all, ,0.0


Blocking probability by fragmentation,0,all,all,all, ,0.0


Blocking probability by QoTN,0,all,all,all, ,0.0


Blocking probability by QoTO,0,all,all,all, ,0.0


Blocking probability by other,0,all,all,all, ,0.0


Blocking probability by Crosstalk,0,all,all,all, ,0.020886562605538637


Bandwidth blocking probabilities per pair,0,all,5,1, ,0.0
Bandwidth blocking probabilities per pair,0,all,9,14, ,0.0
Bandwidth blocking probabilities per pair,0,all,9,5, ,0.028928082456432167
Bandwidth blocking probabilities per pair,0,all,13,2, ,0.005278702699301986
Bandwidth blocking probabilities per pair,0,all,14,3, ,0.0
Bandwidth blocking probabilities per pair,0,all,2,8, ,0.01457522809827936
Bandwidth blocking probabilities per pair,0,all,7,9, ,0.0
Bandwidth blocking probabilities per pair,0,all,3,1, ,0.0
Bandwidth blocking probabilities per pair,0,all,4,2, ,0.0
Bandwidth blocking probabilities per pair,0,all,7,3, ,0.004203135072788557
Bandwidth blocking probabilities per pair,0,all,11,8, ,0.009923977011905368
Bandwidth blocking probabilities per pair,0,all,7,1, ,0.0
Bandwidth blocking probabilities per pair,0,all,3,10, ,0.0
Bandwidth blocking probabilities per pair,0,all,14,13, ,0.0
Bandwidth blocking probabilities per pair,0,all,4,12, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,11, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,6, ,0.004581632951306565
Bandwidth blocking probabilities per pair,0,all,1,10, ,0.016189135239845453
Bandwidth blocking probabilities per pair,0,all,9,11, ,0.0
Bandwidth blocking probabilities per pair,0,all,5,7, ,0.0
Bandwidth blocking probabilities per pair,0,all,12,3, ,0.025157194039406448
Bandwidth blocking probabilities per pair,0,all,4,5, ,0.0
Bandwidth blocking probabilities per pair,0,all,13,6, ,0.0
Bandwidth blocking probabilities per pair,0,all,5,3, ,0.0
Bandwidth blocking probabilities per pair,0,all,7,14, ,0.05614374195272023
Bandwidth blocking probabilities per pair,0,all,1,8, ,0.0
Bandwidth blocking probabilities per pair,0,all,1,12, ,0.01745738786802726
Bandwidth blocking probabilities per pair,0,all,9,8, ,0.0
Bandwidth blocking probabilities per pair,0,all,7,5, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,9, ,0.0
Bandwidth blocking probabilities per pair,0,all,11,4, ,0.0
Bandwidth blocking probabilities per pair,0,all,13,5, ,0.3081154327646564
Bandwidth blocking probabilities per pair,0,all,10,13, ,0.0
Bandwidth blocking probabilities per pair,0,all,3,7, ,0.0
Bandwidth blocking probabilities per pair,0,all,10,7, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,5, ,0.0
Bandwidth blocking probabilities per pair,0,all,10,1, ,0.03971405510261777
Bandwidth blocking probabilities per pair,0,all,11,6, ,0.0
Bandwidth blocking probabilities per pair,0,all,5,6, ,0.0
Bandwidth blocking probabilities per pair,0,all,9,2, ,0.04876450929275861
Bandwidth blocking probabilities per pair,0,all,12,13, ,0.0
Bandwidth blocking probabilities per pair,0,all,6,11, ,0.0
Bandwidth blocking probabilities per pair,0,all,3,11, ,0.032709839435303555
Bandwidth blocking probabilities per pair,0,all,5,4, ,0.0
Bandwidth blocking probabilities per pair,0,all,4,3, ,0.0
Bandwidth blocking probabilities per pair,0,all,4,9, ,0.0
Bandwidth blocking probabilities per pair,0,all,11,2, ,0.0
Bandwidth blocking probabilities per pair,0,all,4,6, ,0.0
Bandwidth blocking probabilities per pair,0,all,5,8, ,0.0
Bandwidth blocking probabilities per pair,0,all,12,4, ,0.0
Bandwidth blocking probabilities per pair,0,all,2,3, ,0.0
Bandwidth blocking probabilities per pair,0,all,13,1, ,0.0
Bandwidth blocking probabilities per pair,0,all,1,11, ,0.028876646312449353
Bandwidth blocking probabilities per pair,0,all,8,14, ,0.0
Bandwidth blocking probabilities per pair,0,all,12,14, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,4, ,0.0
Bandwidth blocking probabilities per pair,0,all,4,7, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,1, ,0.0
Bandwidth blocking probabilities per pair,0,all,2,13, ,0.02290554910234469
Bandwidth blocking probabilities per pair,0,all,7,8, ,0.0
Bandwidth blocking probabilities per pair,0,all,6,9, ,0.0
Bandwidth blocking probabilities per pair,0,all,5,2, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,3, ,0.3898203938861143
Bandwidth blocking probabilities per pair,0,all,14,1, ,3.337875276485E-4
Bandwidth blocking probabilities per pair,0,all,12,1, ,0.004813639082801233
Bandwidth blocking probabilities per pair,0,all,5,12, ,0.21844356135228502
Bandwidth blocking probabilities per pair,0,all,6,13, ,0.0
Bandwidth blocking probabilities per pair,0,all,12,9, ,0.0
Bandwidth blocking probabilities per pair,0,all,1,14, ,0.024494474176579066
Bandwidth blocking probabilities per pair,0,all,10,2, ,0.006603644230269566
Bandwidth blocking probabilities per pair,0,all,10,8, ,0.0
Bandwidth blocking probabilities per pair,0,all,12,5, ,0.19704745997600517
Bandwidth blocking probabilities per pair,0,all,8,13, ,0.0
Bandwidth blocking probabilities per pair,0,all,1,7, ,0.0
Bandwidth blocking probabilities per pair,0,all,9,1, ,0.0
Bandwidth blocking probabilities per pair,0,all,6,4, ,0.0
Bandwidth blocking probabilities per pair,0,all,14,2, ,0.0918720996865507
Bandwidth blocking probabilities per pair,0,all,7,12, ,0.020328975833852354
Bandwidth blocking probabilities per pair,0,all,11,10, ,0.0
Bandwidth blocking probabilities per pair,0,all,1,9, ,0.0
Bandwidth blocking probabilities per pair,0,all,6,5, ,0.0
Bandwidth blocking probabilities per pair,0,all,7,10, ,0.0
Bandwidth blocking probabilities per pair,0,all,12,11, ,0.0
Bandwidth blocking probabilities per pair,0,all,9,3, ,0.0
Bandwidth blocking probabilities per pair,0,all,4,1, ,0.0
Bandwidth blocking probabilities per pair,0,all,7,6, ,0.0
Bandwidth blocking probabilities per pair,0,all,11,9, ,0.0
Bandwidth blocking probabilities per pair,0,all,9,12, ,0.0
Bandwidth blocking probabilities per pair,0,all,5,13, ,0.16106639240224227
Bandwidth blocking probabilities per pair,0,all,9,13, ,0.0
Bandwidth blocking probabilities per pair,0,all,13,12, ,0.0
Bandwidth blocking probabilities per pair,0,all,1,6, ,0.0
Bandwidth blocking probabilities per pair,0,all,2,9, ,0.0948281831355422
Bandwidth blocking probabilities per pair,0,all,2,10, ,0.0
Bandwidth blocking probabilities per pair,0,all,1,3, ,0.0
Bandwidth blocking probabilities per pair,0,all,9,6, ,0.0
Bandwidth blocking probabilities per pair,0,all,8,2, ,0.21837375726733857
