Metrics,LoadPoint,Bandwidth,src,dest, ,rep0
Blocking probability,0,all,all,all, ,0.7993902196006536


Blocking probability by lack of transmitters,0,all,all,all, ,0.34042086804033317


Blocking probability by lack of receivers,0,all,all,all, ,0.23968753736399506


Blocking probability by fragmentation,0,all,all,all, ,0.0


Blocking probability by QoTN,0,all,all,all, ,0.0


Blocking probability by QoTO,0,all,all,all, ,0.0


Blocking probability by other,0,all,all,all, ,0.018691961261009925


Blocking probability by crosstalk,0,all,all,all, ,0.20058985293531545


Blocking probability by crosstalk in other,0,all,all,all, ,0.0


Block all cores,0,all,all,all, ,40115


Block core 0 ,0,all,all,all, ,32148


Block core 1 ,0,all,all,all, ,2525


Block core 2 ,0,all,all,all, ,620


Block core 3,0,all,all,all, ,1237


Block core 4,0,all,all,all, ,464


Block core 5,0,all,all,all, ,2684


Block core 6,0,all,all,all, ,437


Blocking probability per pair,0,all,5,1, ,0.8047138047138047
Blocking probability per pair,0,all,9,14, ,0.6428571428571429
Blocking probability per pair,0,all,9,5, ,0.9444444444444444
Blocking probability per pair,0,all,13,2, ,0.9230769230769231
Blocking probability per pair,0,all,14,3, ,0.5687022900763359
Blocking probability per pair,0,all,2,8, ,0.9964788732394366
Blocking probability per pair,0,all,7,9, ,0.9099378881987578
Blocking probability per pair,0,all,3,1, ,0.639344262295082
Blocking probability per pair,0,all,4,2, ,0.6608391608391608
Blocking probability per pair,0,all,7,3, ,0.9471698113207547
Blocking probability per pair,0,all,11,8, ,0.9011857707509882
Blocking probability per pair,0,all,7,1, ,0.7010309278350515
Blocking probability per pair,0,all,3,10, ,0.6877470355731226
Blocking probability per pair,0,all,14,13, ,0.5571428571428572
Blocking probability per pair,0,all,4,12, ,0.7647058823529411
Blocking probability per pair,0,all,8,11, ,0.9100719424460432
Blocking probability per pair,0,all,8,6, ,0.9384057971014492
Blocking probability per pair,0,all,1,10, ,0.9929577464788732
Blocking probability per pair,0,all,9,11, ,0.6678832116788321
Blocking probability per pair,0,all,5,7, ,0.30434782608695654
Blocking probability per pair,0,all,12,3, ,0.9962546816479401
Blocking probability per pair,0,all,4,5, ,0.6006825938566553
Blocking probability per pair,0,all,13,6, ,0.7898305084745763
Blocking probability per pair,0,all,5,3, ,0.9260700389105059
Blocking probability per pair,0,all,7,14, ,0.9695817490494296
Blocking probability per pair,0,all,1,8, ,0.5211267605633803
Blocking probability per pair,0,all,1,12, ,0.9520295202952029
Blocking probability per pair,0,all,9,8, ,0.6319444444444444
Blocking probability per pair,0,all,7,5, ,0.4110032362459547
Blocking probability per pair,0,all,8,9, ,0.6169354838709677
Blocking probability per pair,0,all,11,4, ,0.746268656716418
Blocking probability per pair,0,all,13,5, ,0.9918367346938776
Blocking probability per pair,0,all,10,13, ,0.7925170068027211
Blocking probability per pair,0,all,3,7, ,0.9818181818181818
Blocking probability per pair,0,all,10,7, ,0.6872586872586872
Blocking probability per pair,0,all,8,5, ,0.7910447761194029
Blocking probability per pair,0,all,10,1, ,0.9816176470588235
Blocking probability per pair,0,all,11,6, ,0.7913907284768212
Blocking probability per pair,0,all,5,6, ,0.7213114754098361
Blocking probability per pair,0,all,9,2, ,0.9859154929577465
Blocking probability per pair,0,all,12,13, ,0.6043956043956044
Blocking probability per pair,0,all,6,11, ,0.8357142857142857
Blocking probability per pair,0,all,3,11, ,0.9725085910652921
Blocking probability per pair,0,all,5,4, ,0.6302816901408451
Blocking probability per pair,0,all,4,3, ,0.7649253731343284
Blocking probability per pair,0,all,4,9, ,0.9438943894389439
Blocking probability per pair,0,all,11,2, ,0.822463768115942
Blocking probability per pair,0,all,4,6, ,0.8067796610169492
Blocking probability per pair,0,all,5,8, ,0.8308823529411765
Blocking probability per pair,0,all,12,4, ,0.6977611940298507
Blocking probability per pair,0,all,2,3, ,0.2671232876712329
